GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
0500000US26037,"Clinton County, Michigan",62427,63,4,4457
0500000US26039,"Crawford County, Michigan",11678,49.3,8.2,1231
0500000US26041,"Delta County, Michigan",29857,55.5,5.3,2579
0500000US26043,"Dickinson County, Michigan",21117,55.9,4.4,2008
0500000US26045,"Eaton County, Michigan",88864,63,5.3,6350
0500000US26047,"Emmet County, Michigan",27345,63.9,5,1889
0500000US26049,"Genesee County, Michigan",326640,57.7,9.8,43809
0500000US26051,"Gladwin County, Michigan",21081,44.7,7,2462
0500000US26053,"Gogebic County, Michigan",13363,47.7,5.6,1444
0500000US26055,"Grand Traverse County, Michigan",75135,64.8,4.9,5315
0500000US26057,"Gratiot County, Michigan",33817,50.9,6.7,3785
0500000US26059,"Hillsdale County, Michigan",36957,55.2,5,4000
0500000US26061,"Houghton County, Michigan",29910,54.5,6.5,5121
0500000US26063,"Huron County, Michigan",26203,56.3,5.4,2169
0500000US26065,"Ingham County, Michigan",238360,63.7,7.1,35715
0500000US26067,"Ionia County, Michigan",51017,58.9,5.2,4253
0500000US26069,"Iosco County, Michigan",21565,46.8,8.2,2390
0500000US26071,"Iron County, Michigan",9627,48.7,6,837
0500000US26073,"Isabella County, Michigan",59956,61.5,7.6,13034
0500000US26075,"Jackson County, Michigan",128750,56.6,6.8,11304
0500000US26077,"Kalamazoo County, Michigan",210542,66.5,6,26510
0500000US26079,"Kalkaska County, Michigan",14228,55.1,7.5,1821
0500000US26081,"Kent County, Michigan",502256,68.9,4.8,44827
0500000US26083,"Keweenaw County, Michigan",1852,48.5,6,131
0500000US26085,"Lake County, Michigan",10072,40.3,12.2,1519
0500000US26087,"Lapeer County, Michigan",71827,58.3,6.4,4948
0500000US26089,"Leelanau County, Michigan",18583,55.6,5.3,793
0500000US26091,"Lenawee County, Michigan",80013,58.5,5.1,6435
0500000US26093,"Livingston County, Michigan",152617,66,4.2,5893
0500000US26095,"Luce County, Michigan",5450,41.1,5.7,419
0500000US26097,"Mackinac County, Michigan",9293,55.1,9.8,958
0500000US26099,"Macomb County, Michigan",705357,63.6,5.7,52660
0500000US26101,"Manistee County, Michigan",20741,49.1,7.2,1636
0500000US26103,"Marquette County, Michigan",56149,57,6.1,7174
0500000US26105,"Mason County, Michigan",23640,56.8,6.1,2195
0500000US26107,"Mecosta County, Michigan",36239,55.3,7,5345
0500000US26109,"Menominee County, Michigan",19365,58.9,4.4,1555
0500000US26111,"Midland County, Michigan",67652,60.2,6,5275
0500000US26113,"Missaukee County, Michigan",11935,55.6,6.3,1273
0500000US26115,"Monroe County, Michigan",121468,60.9,4.9,8870
0500000US26117,"Montcalm County, Michigan",50575,56.2,5.1,5267
0500000US26119,"Montmorency County, Michigan",8036,40.7,11.6,814
0500000US26121,"Muskegon County, Michigan",137058,58.4,7.4,15581
0500000US26123,"Newaygo County, Michigan",38446,54.8,6.1,4544
0500000US26125,"Oakland County, Michigan",1015249,66.1,4.8,61912
0500000US26127,"Oceana County, Michigan",20949,55.2,7.4,2442
0500000US26129,"Ogemaw County, Michigan",17560,47.9,8,2002
0500000US26131,"Ontonagon County, Michigan",5320,41.9,7.2,543
0500000US26133,"Osceola County, Michigan",18644,51.9,6.9,2340
0500000US26135,"Oscoda County, Michigan",6903,46.8,12.1,744
0500000US26137,"Otsego County, Michigan",19908,58.2,5.6,1942
0500000US26139,"Ottawa County, Michigan",222988,68.7,3.9,13759
0500000US26141,"Presque Isle County, Michigan",11034,46.4,8.9,1052
0500000US26143,"Roscommon County, Michigan",20715,41.3,11.3,2462
0500000US26145,"Saginaw County, Michigan",156480,57.1,7.5,19356
0500000US26147,"St. Clair County, Michigan",129811,60.5,6.7,11785
0500000US26149,"St. Joseph County, Michigan",47609,62.1,5.2,4633
0500000US26151,"Sanilac County, Michigan",33608,57,7,3505
0500000US26153,"Schoolcraft County, Michigan",6844,45.8,10.3,936
0500000US26155,"Shiawassee County, Michigan",55780,60.1,5,4496
0500000US26157,"Tuscola County, Michigan",43490,56.1,6.4,4577
0500000US26159,"Van Buren County, Michigan",59660,61.1,6.2,5934
0500000US26161,"Washtenaw County, Michigan",304911,64.6,4.7,34330
0500000US26163,"Wayne County, Michigan",1389038,58.9,10.2,213849
0500000US26165,"Wexford County, Michigan",26216,57,6.1,2976
0500000US27001,"Aitkin County, Minnesota",13531,48.8,5.9,1029
0500000US27003,"Anoka County, Minnesota",273199,72.3,3.7,11098
0500000US27005,"Becker County, Minnesota",26422,64.4,3.6,2161
0500000US27007,"Beltrami County, Minnesota",35538,64.4,7.7,4533
0500000US27009,"Benton County, Minnesota",30632,70.6,4,2724
0500000US27011,"Big Stone County, Minnesota",4079,60.2,2.3,290
0500000US27013,"Blue Earth County, Minnesota",54617,71.7,4,8538
0500000US27015,"Brown County, Minnesota",20355,68.4,2,883
0500000US27017,"Carlton County, Minnesota",28339,61.4,4.2,2491
0500000US27019,"Carver County, Minnesota",76390,75.2,2.1,2299
0500000US27021,"Cass County, Minnesota",23486,55.4,5.4,2038
0500000US27023,"Chippewa County, Minnesota",9536,66,2.7,552
0500000US27025,"Chisago County, Minnesota",43651,68.7,4.1,1778
0500000US27027,"Clay County, Minnesota",49204,71.4,2.6,4262
0500000US27029,"Clearwater County, Minnesota",6908,59.6,7.9,697
0500000US27031,"Cook County, Minnesota",4627,58.1,2.8,408
0500000US27033,"Cottonwood County, Minnesota",8916,63.1,4.1,716
0500000US27035,"Crow Wing County, Minnesota",51518,60.9,2.8,3578
0500000US27037,"Dakota County, Minnesota",326981,74,3.6,14205
0500000US27039,"Dodge County, Minnesota",15703,73.9,2.6,586
0500000US27041,"Douglas County, Minnesota",30116,65.8,3,1442
0500000US27043,"Faribault County, Minnesota",11168,65.5,3.2,835
0500000US27045,"Fillmore County, Minnesota",16322,67.1,2.7,981
0500000US27047,"Freeborn County, Minnesota",24609,64.5,4.4,1857
0500000US27049,"Goodhue County, Minnesota",37119,67.2,3.7,2405
0500000US27051,"Grant County, Minnesota",4723,64.3,4,318
0500000US27053,"Hennepin County, Minnesota",990445,72.5,4.2,77939
0500000US27055,"Houston County, Minnesota",15067,68.8,2,663
0500000US27057,"Hubbard County, Minnesota",16950,58.7,3.5,1175
0500000US27059,"Isanti County, Minnesota",30498,68.4,4.6,1537
0500000US27061,"Itasca County, Minnesota",36924,57.7,5.2,3113
0500000US27063,"Jackson County, Minnesota",8060,68.1,3.1,433
0500000US27065,"Kanabec County, Minnesota",12986,62.5,4.6,901
0500000US27067,"Kandiyohi County, Minnesota",33387,67.3,3,2252
0500000US27069,"Kittson County, Minnesota",3516,65.6,2.6,170
0500000US27071,"Koochiching County, Minnesota",10597,58.1,6.8,1167
0500000US27073,"Lac qui Parle County, Minnesota",5651,61.2,2.3,296
0500000US27075,"Lake County, Minnesota",8935,57.1,4.4,524
0500000US27077,"Lake of the Woods County, Minnesota",3161,67.4,3.1,179
0500000US27079,"Le Sueur County, Minnesota",22032,69.8,3.5,1208
0500000US27081,"Lincoln County, Minnesota",4531,64.4,2.4,260
0500000US27083,"Lyon County, Minnesota",19940,71.5,3.4,1705
0500000US27085,"McLeod County, Minnesota",28456,68.9,2.6,1574
0500000US27087,"Mahnomen County, Minnesota",3928,60,7.6,518
0500000US27089,"Marshall County, Minnesota",7486,66,2.7,331
0500000US27091,"Martin County, Minnesota",16106,64.6,3.5,1249
0500000US27093,"Meeker County, Minnesota",18139,65.6,2.7,926
0500000US27095,"Mille Lacs County, Minnesota",20163,63.8,6,1534
0500000US27097,"Morrison County, Minnesota",26113,65.9,4.3,2027
0500000US27099,"Mower County, Minnesota",30794,65.1,4.5,2728
0500000US27101,"Murray County, Minnesota",6776,64.5,2.6,338
0500000US27103,"Nicollet County, Minnesota",27216,72.7,3.6,2043
0500000US27105,"Nobles County, Minnesota",16513,67.8,5.1,1480
0500000US27107,"Norman County, Minnesota",5204,62.1,3.2,342
0500000US27109,"Olmsted County, Minnesota",119220,70.9,3.7,7466
0500000US27111,"Otter Tail County, Minnesota",46807,62.4,3.4,2592
0500000US27113,"Pennington County, Minnesota",11200,70.5,3,592
0500000US27115,"Pine County, Minnesota",24010,55.7,5.2,1928
0500000US27117,"Pipestone County, Minnesota",7134,63.3,2.9,498
0500000US27119,"Polk County, Minnesota",24833,66.2,3.4,1696
0500000US27121,"Pope County, Minnesota",8935,64.8,2.7,431
0500000US27123,"Ramsey County, Minnesota",428170,69.1,4.9,41859
0500000US27125,"Red Lake County, Minnesota",3124,66.2,3.3,178
0500000US27127,"Redwood County, Minnesota",12045,63.8,2.5,855
0500000US27129,"Renville County, Minnesota",11699,64.5,2.9,727
0500000US27131,"Rice County, Minnesota",52996,66.9,3.7,3144
0500000US27133,"Rock County, Minnesota",7376,66.3,1.9,429
0500000US27135,"Roseau County, Minnesota",12133,69.7,2.6,701
0500000US27137,"St. Louis County, Minnesota",166244,62.2,4.9,18574
0500000US27139,"Scott County, Minnesota",107507,75.8,3.3,3914
0500000US27141,"Sherburne County, Minnesota",71436,72.9,3.1,3147
0500000US27143,"Sibley County, Minnesota",11737,69.7,2.8,549
0500000US27145,"Stearns County, Minnesota",124725,72.1,4.6,11018
0500000US27147,"Steele County, Minnesota",28324,69.6,4.1,1635
0500000US27149,"Stevens County, Minnesota",7965,67.5,2.3,932
0500000US27151,"Swift County, Minnesota",7519,65.7,2.8,611
0500000US27153,"Todd County, Minnesota",19236,59.7,3,1483
0500000US27155,"Traverse County, Minnesota",2731,62.2,2.9,198
0500000US27157,"Wabasha County, Minnesota",17424,67.1,3.2,814
0500000US27159,"Wadena County, Minnesota",10606,59.9,5,941
0500000US27161,"Waseca County, Minnesota",14974,64.3,3.6,954
0500000US27163,"Washington County, Minnesota",197944,70.8,3.1,6227
0500000US27165,"Watonwan County, Minnesota",8670,66.2,2.6,621
0500000US27167,"Wilkin County, Minnesota",5129,63.8,1.4,359
0500000US27169,"Winona County, Minnesota",42713,69.8,3.8,4966
0500000US27171,"Wright County, Minnesota",99320,74.3,3.2,3315
0500000US27173,"Yellow Medicine County, Minnesota",7859,64.5,3,705
0500000US28001,"Adams County, Mississippi",25645,45.2,10,5039
0500000US28003,"Alcorn County, Mississippi",29360,55.4,8.8,3486
0500000US28005,"Amite County, Mississippi",10143,47.3,8.2,1609
0500000US28007,"Attala County, Mississippi",14356,51.7,10.5,2090
0500000US28009,"Benton County, Mississippi",6715,47.5,8.6,1182
0500000US28011,"Bolivar County, Mississippi",25348,47.7,10.5,5892
0500000US28013,"Calhoun County, Mississippi",11449,50.5,7.2,1647
0500000US28015,"Carroll County, Mississippi",8404,45.7,9.8,735
0500000US28017,"Chickasaw County, Mississippi",13509,52.9,5.8,1969
0500000US28019,"Choctaw County, Mississippi",6718,50.6,8.9,955
0500000US28021,"Claiborne County, Mississippi",7376,40.8,15.6,1818
0500000US28023,"Clarke County, Mississippi",12733,54.2,8.2,1517
0500000US28025,"Clay County, Mississippi",15816,54,11.3,2286
0500000US28027,"Coahoma County, Mississippi",18014,56.9,17.9,3852
0500000US28029,"Copiah County, Mississippi",22695,51.9,10.6,3256
0500000US28031,"Covington County, Mississippi",14837,54.6,9.9,2231
0500000US28033,"DeSoto County, Mississippi",135892,68.6,5.8,8477
0500000US28035,"Forrest County, Mississippi",59644,60.4,10.1,10903
0500000US28037,"Franklin County, Mississippi",6009,48.5,6.4,666
0500000US28039,"George County, Mississippi",18311,50,9.3,1801
0500000US28041,"Greene County, Mississippi",11370,37.8,9.2,923
0500000US28043,"Grenada County, Mississippi",16882,53.1,6.9,2538
0500000US28045,"Hancock County, Mississippi",37946,55,8.2,4655
0500000US28047,"Harrison County, Mississippi",158617,62.5,9.6,20844
0500000US28049,"Hinds County, Mississippi",188930,61.8,9.5,26875
0500000US28051,"Holmes County, Mississippi",13833,42.7,19.1,4110
0500000US28053,"Humphreys County, Mississippi",6532,52.5,18.4,1594
0500000US28055,"Issaquena County, Mississippi",1137,36.5,13.7,230
0500000US28057,"Itawamba County, Mississippi",18949,52.4,4.2,1943
0500000US28059,"Jackson County, Mississippi",112363,60.1,8.2,12001
0500000US28061,"Jasper County, Mississippi",13106,51.8,6,1892
0500000US28063,"Jefferson County, Mississippi",5830,34.6,7.5,1831
0500000US28065,"Jefferson Davis County, Mississippi",9469,49.2,9.9,1644
0500000US28067,"Jones County, Mississippi",52910,56.3,6.4,7180
0500000US28069,"Kemper County, Mississippi",8467,44.4,6.9,1423
0500000US28071,"Lafayette County, Mississippi",44698,58.7,6.8,8475
0500000US28073,"Lamar County, Mississippi",47528,65.3,9.7,6452
0500000US28075,"Lauderdale County, Mississippi",60845,56.1,6.7,7974
0500000US28077,"Lawrence County, Mississippi",9856,52.6,8.9,1227
0500000US28079,"Leake County, Mississippi",17643,54.3,11,2539
0500000US28081,"Lee County, Mississippi",65439,62.5,6.4,6892
0500000US28083,"Leflore County, Mississippi",22450,46.2,11.3,5531
0500000US28085,"Lincoln County, Mississippi",27139,51.2,7.4,3803
0500000US28087,"Lowndes County, Mississippi",46870,58.7,9.2,6593
0500000US28089,"Madison County, Mississippi",80121,68.5,4.9,5524
0500000US28091,"Marion County, Mississippi",19931,47.7,7,3795
0500000US28093,"Marshall County, Mississippi",28759,53.1,6.6,2924
0500000US28095,"Monroe County, Mississippi",28460,54,6.4,3168
0500000US28097,"Montgomery County, Mississippi",8098,53.5,10.3,1230
0500000US28099,"Neshoba County, Mississippi",22181,59.5,8.6,3571
0500000US28101,"Newton County, Mississippi",16691,53.3,6.9,2742
0500000US28103,"Noxubee County, Mississippi",8447,53.3,10.1,1489
0500000US28105,"Oktibbeha County, Mississippi",41666,55.5,9.9,10184
0500000US28107,"Panola County, Mississippi",26448,51.9,7.2,3857
0500000US28109,"Pearl River County, Mississippi",44172,53.6,8.4,4543
0500000US28111,"Perry County, Mississippi",9508,52.1,6.8,1130
0500000US28113,"Pike County, Mississippi",30553,49.2,7.4,6526
0500000US28115,"Pontotoc County, Mississippi",23783,59.7,7.2,2693
0500000US28117,"Prentiss County, Mississippi",20195,51.6,7.2,2856
0500000US28119,"Quitman County, Mississippi",5828,52.7,25.8,1325
0500000US28121,"Rankin County, Mississippi",119621,64.3,4.2,6926
0500000US28123,"Scott County, Mississippi",21740,56.8,7.9,4085
0500000US28125,"Sharkey County, Mississippi",3542,50.4,16.5,622
0500000US28127,"Simpson County, Mississippi",21331,54.5,8.2,3347
0500000US28129,"Smith County, Mississippi",12593,54,3.4,1323
0500000US28131,"Stone County, Mississippi",14884,55.9,4.8,1516
0500000US28133,"Sunflower County, Mississippi",21135,46.1,16,3674
0500000US28135,"Tallahatchie County, Mississippi",11853,37.7,14.2,1609
0500000US28137,"Tate County, Mississippi",22689,57.3,7.6,2669
0500000US28139,"Tippah County, Mississippi",17062,56.3,7.7,2117
0500000US28141,"Tishomingo County, Mississippi",15700,55,9.6,1922
0500000US28143,"Tunica County, Mississippi",7522,61.8,10.5,1149
0500000US28145,"Union County, Mississippi",22015,58.8,6.3,2466
0500000US28147,"Walthall County, Mississippi",11518,50.5,6.2,1972
0500000US28149,"Warren County, Mississippi",36835,56.9,7.2,5144
0500000US28151,"Washington County, Mississippi",36109,55.9,15.1,7987
0500000US28153,"Wayne County, Mississippi",16000,56.4,9.3,2391
0500000US28155,"Webster County, Mississippi",7700,51.2,5.1,1146
0500000US28157,"Wilkinson County, Mississippi",7313,37.9,10.9,1197
0500000US28159,"Winston County, Mississippi",14576,53.7,8.2,1795
0500000US28161,"Yalobusha County, Mississippi",9945,57.3,4.4,1074
0500000US28163,"Yazoo County, Mississippi",21984,43.4,15,3782
0500000US29001,"Adair County, Missouri",21380,54.3,6.5,4602
0500000US29003,"Andrew County, Missouri",13991,62.8,3.2,756
0500000US29005,"Atchison County, Missouri",4366,62.7,3.3,265
0500000US29007,"Audrain County, Missouri",20455,56.6,7.1,1874
0500000US29009,"Barry County, Missouri",28596,53.5,4.7,3778
0500000US29011,"Barton County, Missouri",9426,58.5,5.8,1309
0500000US29013,"Bates County, Missouri",12927,61.6,4.4,1029
0500000US29015,"Benton County, Missouri",16151,44.3,8.2,1925
0500000US29017,"Bollinger County, Missouri",9956,53.2,4.5,1116
0500000US29019,"Boone County, Missouri",144697,67.5,4.3,22791
0500000US29021,"Buchanan County, Missouri",70848,62.5,5.1,7793
0500000US29023,"Butler County, Missouri",33998,55.4,9.3,4629
0500000US29025,"Caldwell County, Missouri",7123,55.9,2.5,640
0500000US29027,"Callaway County, Missouri",36587,57.8,3.3,2381
0500000US29029,"Camden County, Missouri",38091,51.3,6.5,3902
0500000US29031,"Cape Girardeau County, Missouri",63224,63,5.1,8137
0500000US29033,"Carroll County, Missouri",7045,57.4,8.6,778
0500000US29035,"Carter County, Missouri",4855,54.4,7.1,621
0500000US29037,"Cass County, Missouri",80167,66.1,4.3,4917
0500000US29039,"Cedar County, Missouri",10995,52.4,9,1342
0500000US29041,"Chariton County, Missouri",6031,54.1,3.2,394
0500000US29043,"Christian County, Missouri",65172,64.2,4.3,4468
0500000US29045,"Clark County, Missouri",5394,63.2,3.6,423
0500000US29047,"Clay County, Missouri",187200,70,4,10702
0500000US29049,"Clinton County, Missouri",16331,61,5,1151
0500000US29051,"Cole County, Missouri",61224,63.9,4.1,4234
0500000US29053,"Cooper County, Missouri",14222,56.7,4.7,1049
0500000US29055,"Crawford County, Missouri",19262,54.5,10.1,2419
0500000US29057,"Dade County, Missouri",6269,54.2,8.6,916
0500000US29059,"Dallas County, Missouri",12988,50.5,5.1,1464
0500000US29061,"Daviess County, Missouri",6425,56.4,3.2,530
0500000US29063,"DeKalb County, Missouri",10786,40.9,2.9,711
0500000US29065,"Dent County, Missouri",12363,53.8,6.4,1645
0500000US29067,"Douglas County, Missouri",10828,47.3,6.2,1309
0500000US29069,"Dunklin County, Missouri",23485,52.3,7.6,3985
0500000US29071,"Franklin County, Missouri",81828,64.3,4.3,5586
0500000US29073,"Gasconade County, Missouri",11960,59.1,2.4,765
0500000US29075,"Gentry County, Missouri",5196,60.5,3.6,568
0500000US29077,"Greene County, Missouri",234490,61.7,4.4,31721
0500000US29079,"Grundy County, Missouri",7939,59.9,3.5,743
0500000US29081,"Harrison County, Missouri",6699,58.9,4.5,769
0500000US29083,"Henry County, Missouri",17505,54.1,6.5,2506
0500000US29085,"Hickory County, Missouri",8002,43.6,6.5,853
0500000US29087,"Holt County, Missouri",3638,59.2,4,287
0500000US29089,"Howard County, Missouri",8086,61,4.2,713
0500000US29091,"Howell County, Missouri",31719,54.9,4.5,4265
0500000US29093,"Iron County, Missouri",8347,50.1,7.2,1174
0500000US29095,"Jackson County, Missouri",544741,66.5,5.1,55199
0500000US29097,"Jasper County, Missouri",92526,64.8,5.3,10899
0500000US29099,"Jefferson County, Missouri",176587,66.3,5.7,12889
0500000US29101,"Johnson County, Missouri",43250,66.2,5.1,5507
0500000US29103,"Knox County, Missouri",3136,53.8,6.7,362
0500000US29105,"Laclede County, Missouri",27657,58.5,6.9,2871
0500000US29107,"Lafayette County, Missouri",26081,61.4,4.4,2223
0500000US29109,"Lawrence County, Missouri",29519,60.8,6.2,2872
0500000US29111,"Lewis County, Missouri",8008,59.4,2.6,779
0500000US29113,"Lincoln County, Missouri",43049,63.9,4.2,3886
0500000US29115,"Linn County, Missouri",9580,59,2.8,864
0500000US29117,"Livingston County, Missouri",12162,55.7,2.3,1023
0500000US29119,"McDonald County, Missouri",17603,56,4.4,2251
0500000US29121,"Macon County, Missouri",12067,55.4,4.8,1025
0500000US29123,"Madison County, Missouri",9705,54.3,4.1,985
0500000US29125,"Maries County, Missouri",7263,55.3,6.9,749
0500000US29127,"Marion County, Missouri",22508,61.3,5.2,2702
0500000US29129,"Mercer County, Missouri",2828,60.3,2.5,222
0500000US29131,"Miller County, Missouri",19795,58.2,5.9,2404
0500000US29133,"Mississippi County, Missouri",11060,45.5,7.4,1526
0500000US29135,"Moniteau County, Missouri",12372,56.6,5.2,808
0500000US29137,"Monroe County, Missouri",6956,58.1,3.9,633
0500000US29139,"Montgomery County, Missouri",9205,56.9,4,1029
0500000US29141,"Morgan County, Missouri",16053,47.8,3.8,2186
0500000US29143,"New Madrid County, Missouri",14109,51.4,8.7,2156
0500000US29145,"Newton County, Missouri",45849,61,4,4233
0500000US29147,"Nodaway County, Missouri",19303,59.7,3.9,3205
0500000US29149,"Oregon County, Missouri",8598,49.1,3,1115
0500000US29151,"Osage County, Missouri",10800,66.3,2.4,486
0500000US29153,"Ozark County, Missouri",7663,44.1,7.1,1394
0500000US29155,"Pemiscot County, Missouri",13063,51.8,9.8,2293
0500000US29157,"Perry County, Missouri",15100,63.5,3.8,844
0500000US29159,"Pettis County, Missouri",33088,60.1,5.9,3739
