GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
0500000US19081,"Hancock County, Iowa",8790,65.6,1.9,457
0500000US19083,"Hardin County, Iowa",14027,63.3,1.8,717
0500000US19085,"Harrison County, Iowa",11315,66,1.5,715
0500000US19087,"Henry County, Iowa",15997,61.6,5.2,968
0500000US19089,"Howard County, Iowa",7189,68.2,2.5,568
0500000US19091,"Humboldt County, Iowa",7572,64.1,3.7,589
0500000US19093,"Ida County, Iowa",5497,65.4,4.2,466
0500000US19095,"Iowa County, Iowa",12897,66.8,2.7,707
0500000US19097,"Jackson County, Iowa",15697,63.5,4.3,1173
0500000US19099,"Jasper County, Iowa",29537,62.6,4.9,1939
0500000US19101,"Jefferson County, Iowa",15045,58.7,6.7,1629
0500000US19103,"Johnson County, Iowa",120265,71.1,3.3,18776
0500000US19105,"Jones County, Iowa",16646,61.4,3.8,987
0500000US19107,"Keokuk County, Iowa",8158,64.4,4.9,578
0500000US19109,"Kossuth County, Iowa",12140,63.7,3.1,797
0500000US19111,"Lee County, Iowa",27909,61.6,7.2,2647
0500000US19113,"Linn County, Iowa",175742,70,3.5,11722
0500000US19115,"Louisa County, Iowa",8959,64.8,5.1,706
0500000US19117,"Lucas County, Iowa",6861,61.1,4.9,577
0500000US19119,"Lyon County, Iowa",8786,70.8,2,294
0500000US19121,"Madison County, Iowa",12347,70.6,4,615
0500000US19123,"Mahaska County, Iowa",17498,65.1,5.3,1793
0500000US19125,"Marion County, Iowa",26171,66.8,3,1668
0500000US19127,"Marshall County, Iowa",31188,64.5,5.1,2191
0500000US19129,"Mills County, Iowa",11826,65.9,3.8,798
0500000US19131,"Mitchell County, Iowa",8431,64,3.1,457
0500000US19133,"Monona County, Iowa",7188,61.3,3.1,754
0500000US19135,"Monroe County, Iowa",6040,64.4,5.9,452
0500000US19137,"Montgomery County, Iowa",8126,63.2,6.8,789
0500000US19139,"Muscatine County, Iowa",33407,66,2.4,2180
0500000US19141,"O'Brien County, Iowa",11027,68.5,2.2,668
0500000US19143,"Osceola County, Iowa",4815,67.4,2.5,349
0500000US19145,"Page County, Iowa",12729,58.8,4.3,888
0500000US19147,"Palo Alto County, Iowa",7242,66.8,1.1,304
0500000US19149,"Plymouth County, Iowa",19540,69.7,2.3,1007
0500000US19151,"Pocahontas County, Iowa",5584,62.9,3.2,482
0500000US19153,"Polk County, Iowa",367768,72.3,4.3,28283
0500000US19155,"Pottawattamie County, Iowa",73899,66.8,4.3,5594
0500000US19157,"Poweshiek County, Iowa",15384,67.1,4.6,1136
0500000US19159,"Ringgold County, Iowa",3914,56.7,4.4,271
0500000US19161,"Sac County, Iowa",7908,65.5,3,512
0500000US19163,"Scott County, Iowa",135438,65.5,4.2,11392
0500000US19165,"Shelby County, Iowa",9419,65.9,3.2,514
0500000US19167,"Sioux County, Iowa",26325,73.5,2.6,1170
0500000US19169,"Story County, Iowa",82546,65.7,4.3,15116
0500000US19171,"Tama County, Iowa",13534,65.4,3.8,892
0500000US19173,"Taylor County, Iowa",4892,63.5,3.7,317
0500000US19175,"Union County, Iowa",9975,64.2,5.2,1016
0500000US19177,"Van Buren County, Iowa",5681,58,4.7,488
0500000US19179,"Wapello County, Iowa",28163,62.2,6.4,3063
0500000US19181,"Warren County, Iowa",38453,70.1,3.3,1773
0500000US19183,"Washington County, Iowa",17296,67.1,4.2,934
0500000US19185,"Wayne County, Iowa",5014,57.5,2.3,400
0500000US19187,"Webster County, Iowa",29910,59.6,4.5,3020
0500000US19189,"Winnebago County, Iowa",8571,64.8,4.6,432
0500000US19191,"Winneshiek County, Iowa",17124,70.3,1.9,869
0500000US19193,"Woodbury County, Iowa",78528,69,4.7,6943
0500000US19195,"Worth County, Iowa",6094,66.4,4.7,333
0500000US19197,"Wright County, Iowa",10054,60.2,5.4,707
0500000US20001,"Allen County, Kansas",10111,61,4.6,1091
0500000US20003,"Anderson County, Kansas",6007,60.4,2.9,462
0500000US20005,"Atchison County, Kansas",12837,63.1,4.6,1485
0500000US20007,"Barber County, Kansas",3709,59.6,1.7,330
0500000US20009,"Barton County, Kansas",21049,66.7,3.9,2182
0500000US20011,"Bourbon County, Kansas",11287,57.9,2.5,1083
0500000US20013,"Brown County, Kansas",7424,62.9,3.6,636
0500000US20015,"Butler County, Kansas",51404,63.5,4.2,3201
0500000US20017,"Chase County, Kansas",2106,55.5,4.5,174
0500000US20019,"Chautauqua County, Kansas",2744,55.2,7.4,288
0500000US20021,"Cherokee County, Kansas",16135,56.7,4.7,1602
0500000US20023,"Cheyenne County, Kansas",2175,58.9,3,126
0500000US20025,"Clark County, Kansas",1593,64.8,1.2,106
0500000US20027,"Clay County, Kansas",6418,65.9,2.5,384
0500000US20029,"Cloud County, Kansas",7235,65.2,4.7,620
0500000US20031,"Coffey County, Kansas",6720,64.2,4.4,476
0500000US20033,"Comanche County, Kansas",1442,68,2.3,54
0500000US20035,"Cowley County, Kansas",28034,58.4,4.9,2720
0500000US20037,"Crawford County, Kansas",31526,62.6,4.5,5187
0500000US20039,"Decatur County, Kansas",2386,59.4,2.3,295
0500000US20041,"Dickinson County, Kansas",14991,61.7,5.8,1263
0500000US20043,"Doniphan County, Kansas",6437,60.2,3.8,546
0500000US20045,"Douglas County, Kansas",99472,69.9,4.4,15464
0500000US20047,"Edwards County, Kansas",2325,63.5,2.2,122
0500000US20049,"Elk County, Kansas",2089,50.7,6.3,213
0500000US20051,"Ellis County, Kansas",23250,71.6,2.4,2979
0500000US20053,"Ellsworth County, Kansas",5269,52.9,3.6,246
0500000US20055,"Finney County, Kansas",26764,73.1,4.7,2447
0500000US20057,"Ford County, Kansas",25043,70.8,5.9,2138
0500000US20059,"Franklin County, Kansas",20073,66.8,4.5,1261
0500000US20061,"Geary County, Kansas",24906,72.6,6.6,1840
0500000US20063,"Gove County, Kansas",2113,62.2,1.8,167
0500000US20065,"Graham County, Kansas",2082,57.2,3.5,108
0500000US20067,"Grant County, Kansas",5456,70.5,5.3,323
0500000US20069,"Gray County, Kansas",4485,72.7,2.9,186
0500000US20071,"Greeley County, Kansas",921,61.9,0.9,43
0500000US20073,"Greenwood County, Kansas",5025,59.3,3.1,426
0500000US20075,"Hamilton County, Kansas",1896,64.2,2.1,117
0500000US20077,"Harper County, Kansas",4444,58.9,3.1,469
0500000US20079,"Harvey County, Kansas",27030,64.6,3,1900
0500000US20081,"Haskell County, Kansas",3001,66.8,2.6,225
0500000US20083,"Hodgeman County, Kansas",1502,65,3.1,105
0500000US20085,"Jackson County, Kansas",10382,63.4,5.8,697
0500000US20087,"Jefferson County, Kansas",15112,65.1,5.5,842
0500000US20089,"Jewell County, Kansas",2440,51.7,2.6,232
0500000US20091,"Johnson County, Kansas",456249,71.8,3.1,17940
0500000US20093,"Kearny County, Kansas",2879,61,3.5,352
0500000US20095,"Kingman County, Kansas",6009,62.9,5.3,279
0500000US20097,"Kiowa County, Kansas",2023,63.4,2.6,121
0500000US20099,"Labette County, Kansas",15989,62.2,4,1834
0500000US20101,"Lane County, Kansas",1311,69.1,2.3,122
0500000US20103,"Leavenworth County, Kansas",63093,61.5,3.9,3521
0500000US20105,"Lincoln County, Kansas",2474,62.2,4.8,154
0500000US20107,"Linn County, Kansas",7731,57,5.9,787
0500000US20109,"Logan County, Kansas",2216,65.5,1.8,103
0500000US20111,"Lyon County, Kansas",26649,69.2,5.7,3664
0500000US20113,"McPherson County, Kansas",22916,66.9,2.3,1341
0500000US20115,"Marion County, Kansas",9717,60.7,4.4,580
0500000US20117,"Marshall County, Kansas",7729,64.4,4.2,407
0500000US20119,"Meade County, Kansas",3281,65.4,2.8,200
0500000US20121,"Miami County, Kansas",25863,65.7,3.2,1116
0500000US20123,"Mitchell County, Kansas",4978,57.1,3.1,447
0500000US20125,"Montgomery County, Kansas",25940,59.3,5.5,3087
0500000US20127,"Morris County, Kansas",4480,60.1,3.2,278
0500000US20129,"Morton County, Kansas",2216,59.7,3.6,105
0500000US20131,"Nemaha County, Kansas",7766,67.4,1.9,539
0500000US20133,"Neosho County, Kansas",12534,61,3.8,1272
0500000US20135,"Ness County, Kansas",2371,60.1,2.7,118
0500000US20137,"Norton County, Kansas",4526,54.6,1.2,248
0500000US20139,"Osage County, Kansas",12605,62.4,5.3,1122
0500000US20141,"Osborne County, Kansas",2916,62.3,2.5,265
0500000US20143,"Ottawa County, Kansas",4747,63.8,2.6,273
0500000US20145,"Pawnee County, Kansas",5728,46.3,2.2,305
0500000US20147,"Phillips County, Kansas",4320,63.8,2.5,254
0500000US20149,"Pottawatomie County, Kansas",17510,66.6,4,1213
0500000US20151,"Pratt County, Kansas",7402,64.9,3.8,561
0500000US20153,"Rawlins County, Kansas",2052,60.7,1.5,121
0500000US20155,"Reno County, Kansas",50388,62.1,4.5,4077
0500000US20157,"Republic County, Kansas",3902,61.3,2.5,228
0500000US20159,"Rice County, Kansas",7797,64.3,5.3,791
0500000US20161,"Riley County, Kansas",63798,70.8,5.5,11701
0500000US20163,"Rooks County, Kansas",4091,61.5,4,202
0500000US20165,"Rush County, Kansas",2530,60.9,3.4,186
0500000US20167,"Russell County, Kansas",5706,60.3,6.3,268
0500000US20169,"Saline County, Kansas",43504,65.8,3.8,3465
0500000US20171,"Scott County, Kansas",3789,71.4,3.8,98
0500000US20173,"Sedgwick County, Kansas",392826,66.8,5.2,38018
0500000US20175,"Seward County, Kansas",16088,70.4,5.3,1770
0500000US20177,"Shawnee County, Kansas",140395,63.2,4.5,12394
0500000US20179,"Sheridan County, Kansas",1941,66.5,2.2,71
0500000US20181,"Sherman County, Kansas",4690,64.9,4.2,515
0500000US20183,"Smith County, Kansas",3030,57.6,2.8,200
0500000US20185,"Stafford County, Kansas",3329,64,4.3,269
0500000US20187,"Stanton County, Kansas",1582,66.1,1.5,181
0500000US20189,"Stevens County, Kansas",4160,64.5,4.5,489
0500000US20191,"Sumner County, Kansas",18163,61.4,3.7,1486
0500000US20193,"Thomas County, Kansas",6206,71,1.9,532
0500000US20195,"Trego County, Kansas",2379,70,1.6,137
0500000US20197,"Wabaunsee County, Kansas",5464,63.7,3.1,187
0500000US20199,"Wallace County, Kansas",1223,65.5,2.5,75
0500000US20201,"Washington County, Kansas",4429,62.6,2.9,318
0500000US20203,"Wichita County, Kansas",1679,66.2,2.4,66
0500000US20205,"Wilson County, Kansas",6955,61.3,5.1,642
0500000US20207,"Woodson County, Kansas",2557,59.9,8.6,394
0500000US20209,"Wyandotte County, Kansas",122894,65.8,7.5,16956
0500000US21001,"Adair County, Kentucky",15923,53.7,6.2,2205
0500000US21003,"Allen County, Kentucky",16327,55.9,5.5,2050
0500000US21005,"Anderson County, Kentucky",17474,64.3,7.7,1640
0500000US21007,"Ballard County, Kentucky",6487,54.5,5.5,702
0500000US21009,"Barren County, Kentucky",34610,58,7.2,5332
0500000US21011,"Bath County, Kentucky",9482,54,7.1,1417
0500000US21013,"Bell County, Kentucky",22027,37.7,9,5850
0500000US21015,"Boone County, Kentucky",98981,70,4.3,4743
0500000US21017,"Bourbon County, Kentucky",16059,62.5,6.4,1910
0500000US21019,"Boyd County, Kentucky",38929,51.9,9,4928
0500000US21021,"Boyle County, Kentucky",24668,52.6,4.7,2172
0500000US21023,"Bracken County, Kentucky",6457,59.4,5.5,870
0500000US21025,"Breathitt County, Kentucky",10771,41.5,11.6,2830
0500000US21027,"Breckinridge County, Kentucky",15994,53.1,8.3,2008
0500000US21029,"Bullitt County, Kentucky",63802,64.8,4.8,4793
0500000US21031,"Butler County, Kentucky",10212,52.9,6,1186
0500000US21033,"Caldwell County, Kentucky",10217,55.3,5,1103
0500000US21035,"Calloway County, Kentucky",32556,57.7,5,5501
0500000US21037,"Campbell County, Kentucky",75215,65,4.5,6897
0500000US21039,"Carlisle County, Kentucky",3897,50.8,5.9,480
0500000US21041,"Carroll County, Kentucky",8250,59.5,9,1321
0500000US21043,"Carter County, Kentucky",21923,43.4,7.8,3932
0500000US21045,"Casey County, Kentucky",12620,48.1,8.3,2192
0500000US21047,"Christian County, Kentucky",54190,62,8.3,6821
0500000US21049,"Clark County, Kentucky",28770,60.2,6,3054
0500000US21051,"Clay County, Kentucky",16644,36.9,10.5,4322
0500000US21053,"Clinton County, Kentucky",8191,47,7.2,1369
0500000US21055,"Crittenden County, Kentucky",7334,51.7,4,823
0500000US21057,"Cumberland County, Kentucky",5473,47.3,5.6,876
0500000US21059,"Daviess County, Kentucky",78005,61.6,5.4,8250
0500000US21061,"Edmonson County, Kentucky",10132,50.2,8.7,1238
0500000US21063,"Elliott County, Kentucky",6323,29.7,4.7,908
0500000US21065,"Estill County, Kentucky",11679,45,12,2902
0500000US21067,"Fayette County, Kentucky",258326,68.2,5.4,34854
0500000US21069,"Fleming County, Kentucky",11255,58.6,6.9,1318
0500000US21071,"Floyd County, Kentucky",29996,40,11.7,6834
0500000US21073,"Franklin County, Kentucky",41074,62.9,5.7,3425
0500000US21075,"Fulton County, Kentucky",5015,47.9,6.6,837
0500000US21077,"Gallatin County, Kentucky",6840,59.3,5.9,725
0500000US21079,"Garrard County, Kentucky",13826,57.5,6,1548
0500000US21081,"Grant County, Kentucky",18707,59.3,3.6,1800
0500000US21083,"Graves County, Kentucky",29278,57.9,7.7,3486
0500000US21085,"Grayson County, Kentucky",20682,53.4,4.4,3556
0500000US21087,"Green County, Kentucky",8967,53.2,4.3,1081
0500000US21089,"Greenup County, Kentucky",28998,52.6,8.2,2997
0500000US21091,"Hancock County, Kentucky",6721,57.3,5.8,528
0500000US21093,"Hardin County, Kentucky",84498,64.2,5.9,7579
0500000US21095,"Harlan County, Kentucky",21554,38.4,9.5,5536
0500000US21097,"Harrison County, Kentucky",14893,56.7,5.1,1559
0500000US21099,"Hart County, Kentucky",14482,52.6,6.9,2013
0500000US21101,"Henderson County, Kentucky",36813,58.2,4.7,4454
0500000US21103,"Henry County, Kentucky",12560,59.3,5.3,1589
0500000US21105,"Hickman County, Kentucky",3796,45.1,5.8,390
0500000US21107,"Hopkins County, Kentucky",36390,54.6,5.7,4145
0500000US21109,"Jackson County, Kentucky",10734,44.4,10,2307
0500000US21111,"Jefferson County, Kentucky",613949,65.9,5.9,61199
0500000US21113,"Jessamine County, Kentucky",41025,62.6,6.2,4786
0500000US21115,"Johnson County, Kentucky",18369,41.3,9.6,3277
0500000US21117,"Kenton County, Kentucky",129244,68,4.8,11210
0500000US21119,"Knott County, Kentucky",12660,41.7,12.4,2973
0500000US21121,"Knox County, Kentucky",24906,44.1,7.2,5595
0500000US21123,"Larue County, Kentucky",11398,58.7,5.8,1263
0500000US21125,"Laurel County, Kentucky",47877,52.9,8.1,7548
0500000US21127,"Lawrence County, Kentucky",12449,41.3,9.1,2487
0500000US21129,"Lee County, Kentucky",5512,36.5,8.6,1159
0500000US21131,"Leslie County, Kentucky",8405,38.2,10.3,2089
0500000US21133,"Letcher County, Kentucky",18340,43.7,12.8,4333
0500000US21135,"Lewis County, Kentucky",10922,45.2,6.9,2143
0500000US21137,"Lincoln County, Kentucky",19331,54.1,6.7,3047
0500000US21139,"Livingston County, Kentucky",7546,55.4,5.3,694
0500000US21141,"Logan County, Kentucky",21147,53.9,5.6,2139
0500000US21143,"Lyon County, Kentucky",7101,41.3,2.7,567
0500000US21145,"McCracken County, Kentucky",52532,57.6,4.2,5613
0500000US21147,"McCreary County, Kentucky",14313,36.6,15.9,3612
0500000US21149,"McLean County, Kentucky",7269,55.9,7,772
0500000US21151,"Madison County, Kentucky",72741,62,6.6,10678
0500000US21153,"Magoffin County, Kentucky",10133,40.9,11.8,1877
0500000US21155,"Marion County, Kentucky",15069,56.6,9.1,2051
0500000US21157,"Marshall County, Kentucky",25633,53.5,5.5,1918
0500000US21159,"Martin County, Kentucky",9758,36.8,13.7,1883
0500000US21161,"Mason County, Kentucky",13636,54.9,5.4,1548
0500000US21163,"Meade County, Kentucky",22496,61.3,7.1,1751
0500000US21165,"Menifee County, Kentucky",5214,46.9,6.3,647
0500000US21167,"Mercer County, Kentucky",17277,60.5,9.2,1812
0500000US21169,"Metcalfe County, Kentucky",7972,52.1,5.4,1237
0500000US21171,"Monroe County, Kentucky",8546,54.9,6.2,1268
0500000US21173,"Montgomery County, Kentucky",21861,55.5,6.5,3266
0500000US21175,"Morgan County, Kentucky",11147,35,5.9,1556
0500000US21177,"Muhlenberg County, Kentucky",25564,50.5,8.9,3160
0500000US21179,"Nelson County, Kentucky",35586,65,5.7,2759
0500000US21181,"Nicholas County, Kentucky",5613,53.8,7.1,865
0500000US21183,"Ohio County, Kentucky",18794,56.6,9.1,2364
0500000US21185,"Oldham County, Kentucky",50706,64.5,3.1,1806
0500000US21187,"Owen County, Kentucky",8494,50.9,5.1,1005
0500000US21189,"Owsley County, Kentucky",3726,37.4,10.8,919
0500000US21191,"Pendleton County, Kentucky",11593,57.2,3.9,1336
0500000US21193,"Perry County, Kentucky",21621,47.7,13.9,4418
0500000US21195,"Pike County, Kentucky",49356,45.6,8.9,8980
0500000US21197,"Powell County, Kentucky",9677,51.6,7,1452
0500000US21199,"Pulaski County, Kentucky",51522,53.4,8.4,9139
0500000US21201,"Robertson County, Kentucky",1807,53.1,4.5,237
0500000US21203,"Rockcastle County, Kentucky",13618,51.9,8.3,2082
0500000US21205,"Rowan County, Kentucky",20282,52.1,4.8,3679
0500000US21207,"Russell County, Kentucky",14198,48.4,8.4,2515
0500000US21209,"Scott County, Kentucky",41378,69.5,4,3237
0500000US21211,"Shelby County, Kentucky",36884,64.9,4.7,2965
0500000US21213,"Simpson County, Kentucky",14112,60.3,3.2,1252
0500000US21215,"Spencer County, Kentucky",14715,69.1,4.9,917
0500000US21217,"Taylor County, Kentucky",20297,53.6,5.7,3022
0500000US21219,"Todd County, Kentucky",9396,54.4,7.1,1109
0500000US21221,"Trigg County, Kentucky",11622,55.4,9.8,801
0500000US21223,"Trimble County, Kentucky",6997,60.7,10.3,908
0500000US21225,"Union County, Kentucky",12189,55.7,8.2,2003
0500000US21227,"Warren County, Kentucky",100801,65,5.1,12821
0500000US21229,"Washington County, Kentucky",9468,63.9,4.9,1059
0500000US21231,"Wayne County, Kentucky",16790,45.9,6.2,2870
0500000US21233,"Webster County, Kentucky",10469,51.7,4.9,1396
0500000US21235,"Whitley County, Kentucky",28125,49.4,8.3,4754
0500000US21237,"Wolfe County, Kentucky",5719,38.2,17.6,1393
0500000US21239,"Woodford County, Kentucky",20868,64.8,3.2,1789
0500000US22001,"Acadia Parish, Louisiana",47840,58.3,9.1,7270
0500000US22003,"Allen Parish, Louisiana",20448,46.6,9.6,2138
0500000US22005,"Ascension Parish, Louisiana",92046,68,6,6996
0500000US22007,"Assumption Parish, Louisiana",18223,55.2,7.3,2039
0500000US22009,"Avoyelles Parish, Louisiana",32229,50.2,7.2,4457
0500000US22011,"Beauregard Parish, Louisiana",28809,54.9,7.9,3634
0500000US22013,"Bienville Parish, Louisiana",10860,45.9,5.4,2122
0500000US22015,"Bossier Parish, Louisiana",98052,63.7,5.8,10915
0500000US22017,"Caddo Parish, Louisiana",194988,58.3,7.1,29646
0500000US22019,"Calcasieu Parish, Louisiana",155437,61.6,5.7,17262
0500000US22021,"Caldwell Parish, Louisiana",7863,46.9,8.2,1372
0500000US22023,"Cameron Parish, Louisiana",5631,60.2,4.2,414
0500000US22025,"Catahoula Parish, Louisiana",7942,47,5.7,876
0500000US22027,"Claiborne Parish, Louisiana",13563,42.8,9.4,2445
0500000US22029,"Concordia Parish, Louisiana",15758,47,6.3,2492
0500000US22031,"De Soto Parish, Louisiana",21290,55.9,10.3,3557
0500000US22033,"East Baton Rouge Parish, Louisiana",354458,65.5,6.5,45506
0500000US22035,"East Carroll Parish, Louisiana",5941,25.4,7.8,938
0500000US22037,"East Feliciana Parish, Louisiana",16321,42.9,5.8,1774
0500000US22039,"Evangeline Parish, Louisiana",25926,51.9,13.5,4514
0500000US22041,"Franklin Parish, Louisiana",15564,50.5,9.8,2546
0500000US22043,"Grant Parish, Louisiana",18206,42.6,5.6,2121
0500000US22045,"Iberia Parish, Louisiana",55738,61,10.2,7430
0500000US22047,"Iberville Parish, Louisiana",26774,51.4,6.5,2700
0500000US22049,"Jackson Parish, Louisiana",12727,45.7,6,1992
0500000US22051,"Jefferson Parish, Louisiana",349859,63.8,5.7,33880
0500000US22053,"Jefferson Davis Parish, Louisiana",24344,55.2,9,3159
0500000US22055,"Lafayette Parish, Louisiana",189300,66.4,4.8,22055
0500000US22057,"Lafourche Parish, Louisiana",77288,60.2,6.9,8136
0500000US22059,"LaSalle Parish, Louisiana",11870,43.3,3.8,1762
0500000US22061,"Lincoln Parish, Louisiana",39044,57.7,7.1,8839
0500000US22063,"Livingston Parish, Louisiana",106265,62.5,4.7,9294
0500000US22065,"Madison Parish, Louisiana",9015,45.1,9.8,1716
0500000US22067,"Morehouse Parish, Louisiana",20460,48,5.4,3437
0500000US22069,"Natchitoches Parish, Louisiana",30501,46.6,13.9,6935
0500000US22071,"Orleans Parish, Louisiana",318877,61.3,8.4,52821
0500000US22073,"Ouachita Parish, Louisiana",121249,56.8,6.7,17514
0500000US22075,"Plaquemines Parish, Louisiana",17885,63,3.6,2232
0500000US22077,"Pointe Coupee Parish, Louisiana",17717,56.8,8.2,1944
0500000US22079,"Rapides Parish, Louisiana",102574,56.8,7.2,13205
0500000US22081,"Red River Parish, Louisiana",6744,49.1,4.7,854
0500000US22083,"Richland Parish, Louisiana",16211,50.6,4.7,2701
0500000US22085,"Sabine Parish, Louisiana",18970,47.6,10.3,2440
0500000US22087,"St. Bernard Parish, Louisiana",34568,60.8,10.3,5019
0500000US22089,"St. Charles Parish, Louisiana",41201,63.1,5.7,3082
0500000US22091,"St. Helena Parish, Louisiana",8333,50.6,13.6,1091
0500000US22093,"St. James Parish, Louisiana",17030,56.6,6.5,1762
0500000US22095,"St. John the Baptist Parish, Louisiana",34029,61.6,7.2,4115
0500000US22097,"St. Landry Parish, Louisiana",63179,51.2,6.2,11375
0500000US22099,"St. Martin Parish, Louisiana",42030,59.7,6.8,4781
0500000US22101,"St. Mary Parish, Louisiana",40564,54.7,9,5369
0500000US22103,"St. Tammany Parish, Louisiana",197688,63.4,5.8,14260
0500000US22105,"Tangipahoa Parish, Louisiana",101741,59.9,8.6,14554
0500000US22107,"Tensas Parish, Louisiana",3679,43.3,16.7,904
0500000US22109,"Terrebonne Parish, Louisiana",87099,57.6,6.6,13573
0500000US22111,"Union Parish, Louisiana",18080,47.8,6.3,1834
0500000US22113,"Vermilion Parish, Louisiana",46196,57.6,8,5725
0500000US22115,"Vernon Parish, Louisiana",39222,62,9,4342
0500000US22117,"Washington Parish, Louisiana",36752,51,11,6155
0500000US22119,"Webster Parish, Louisiana",31754,51.3,5.6,5429
0500000US22121,"West Baton Rouge Parish, Louisiana",20177,65.2,6,2055
0500000US22123,"West Carroll Parish, Louisiana",8886,46.6,10.9,1136
0500000US22125,"West Feliciana Parish, Louisiana",13132,47.3,7.7,776
0500000US22127,"Winn Parish, Louisiana",11833,45,4.6,1601
0500000US23001,"Androscoggin County, Maine",86464,65.6,4.6,7952
0500000US23003,"Aroostook County, Maine",57370,54.7,5.1,6581
0500000US23005,"Cumberland County, Maine",242041,69.1,3.4,16882
0500000US23007,"Franklin County, Maine",25172,60.3,5.7,2043
0500000US23009,"Hancock County, Maine",46078,61.1,4.7,3350
0500000US23011,"Kennebec County, Maine",100587,61.7,4.9,8599
0500000US23013,"Knox County, Maine",33490,62.8,4.2,2181
0500000US23015,"Lincoln County, Maine",29121,58.2,3.8,2182
0500000US23017,"Oxford County, Maine",47831,57.5,6,5075
0500000US23019,"Penobscot County, Maine",127262,60.6,5.5,14632
0500000US23021,"Piscataquis County, Maine",14439,47.5,7.7,1929
0500000US23023,"Sagadahoc County, Maine",29374,64.6,2.6,1828
0500000US23025,"Somerset County, Maine",42020,57.2,8.6,5266
0500000US23027,"Waldo County, Maine",32887,60.9,5.6,3236
0500000US23029,"Washington County, Maine",26450,52.6,7,3206
0500000US23031,"York County, Maine",168771,66.4,4.1,9891
0500000US24001,"Allegany County, Maryland",60855,51.8,8.5,6074
0500000US24003,"Anne Arundel County, Maryland",454073,70.3,4.6,18939
0500000US24005,"Baltimore County, Maryland",668823,66.2,5.2,42032
0500000US24009,"Calvert County, Maryland",72205,69.4,6.4,2710
0500000US24011,"Caroline County, Maryland",25916,65.3,5.2,2482
0500000US24013,"Carroll County, Maryland",135303,67.5,3.5,4882
0500000US24015,"Cecil County, Maryland",81668,65.5,5.6,5392
0500000US24017,"Charles County, Maryland",124325,67.7,4,4921
0500000US24019,"Dorchester County, Maryland",26224,63,7.9,2558
0500000US24021,"Frederick County, Maryland",197071,70.3,4.6,9651
0500000US24023,"Garrett County, Maryland",24537,58.3,4,1689
0500000US24025,"Harford County, Maryland",201529,68.1,4.8,10396
0500000US24027,"Howard County, Maryland",247203,71.9,3.8,8811
0500000US24029,"Kent County, Maryland",16709,57.9,4.4,1252
0500000US24031,"Montgomery County, Maryland",823056,71.5,4.9,37893
0500000US24033,"Prince George's County, Maryland",724261,71.5,6.7,43654
0500000US24035,"Queen Anne's County, Maryland",39800,66.6,2.9,1401
0500000US24037,"St. Mary's County, Maryland",87163,67.4,3.6,4452
0500000US24039,"Somerset County, Maryland",21880,43.7,8.9,2268
0500000US24041,"Talbot County, Maryland",31145,59.5,3.3,1882
0500000US24043,"Washington County, Maryland",120544,59.8,6.5,9415
0500000US24045,"Wicomico County, Maryland",82281,64.9,7.6,8434
0500000US24047,"Worcester County, Maryland",43674,58.2,5.3,2492
0500000US24510,"Baltimore city, Maryland",498965,61.6,9.1,72666
0500000US25001,"Barnstable County, Massachusetts",185069,59.9,4.7,8075
0500000US25003,"Berkshire County, Massachusetts",108363,63.1,6,8334
0500000US25005,"Bristol County, Massachusetts",456450,66,5.8,33560
0500000US25007,"Dukes County, Massachusetts",14441,62.2,3.2,589
0500000US25009,"Essex County, Massachusetts",633115,67.4,5.4,42981
0500000US25011,"Franklin County, Massachusetts",59969,65,5.2,4677
0500000US25013,"Hampden County, Massachusetts",378775,61.3,6.8,41480
0500000US25015,"Hampshire County, Massachusetts",140238,64,5.9,13128
0500000US25017,"Middlesex County, Massachusetts",1312708,69.8,4.2,74004
0500000US25019,"Nantucket County, Massachusetts",9028,74,2.8,547
0500000US25021,"Norfolk County, Massachusetts",568020,69,5,25749
0500000US25023,"Plymouth County, Massachusetts",414111,67.6,5.4,20681
0500000US25025,"Suffolk County, Massachusetts",671930,68.8,7,85703
0500000US25027,"Worcester County, Massachusetts",667774,66.4,5.5,47667
0500000US26001,"Alcona County, Michigan",9219,40.2,8.9,995
0500000US26003,"Alger County, Michigan",7953,41.9,6.5,469
0500000US26005,"Allegan County, Michigan",90379,62.8,3.2,6291
0500000US26007,"Alpena County, Michigan",23893,55.9,6,2487
0500000US26009,"Antrim County, Michigan",19444,53.3,5.3,1475
0500000US26011,"Arenac County, Michigan",12756,49.8,9.6,1577
0500000US26013,"Baraga County, Michigan",7161,41.3,6.4,614
0500000US26015,"Barry County, Michigan",48255,61.7,5.2,3010
0500000US26017,"Bay County, Michigan",85860,58.5,6.9,9194
0500000US26019,"Benzie County, Michigan",14720,56.5,5.6,988
0500000US26021,"Berrien County, Michigan",124462,61.4,6.4,13410
0500000US26023,"Branch County, Michigan",34623,57,4.5,3195
0500000US26025,"Calhoun County, Michigan",106909,59.1,7,11922
0500000US26027,"Cass County, Michigan",42104,60.5,6.7,3395
0500000US26029,"Charlevoix County, Michigan",21659,59.3,4.5,1541
0500000US26031,"Cheboygan County, Michigan",21749,53.1,8.2,2079
0500000US26033,"Chippewa County, Michigan",31729,53.3,9.3,3643
0500000US26035,"Clare County, Michigan",25294,48,10.1,3911
